trip_id,vehicle_id,device_id,date_debut,date_fin,duree_min,distance_m,commune,geo_point_2d
caaa5bbe-a4bb-f962-606e-0e1c8f158449,GD070JR,f5f59b22-0e8f-a8e0-284d-82e587f7e1fb,2026-04-01T06:18:00,2026-04-01T06:48:45,30.8,4856,Ville-d'Avray,"48.81976,2.1776"
45a88829-14e2-86e5-ac89-36bc0cbd3c03,GA667YB,ceda8bbb-7171-0434-134c-6c92ec5b227c,2026-04-01T06:20:00,2026-04-01T06:29:47,9.8,2342,Issy-les-Moulineaux,"48.82805,2.27403"
56363094-a974-31db-09a9-d1c186cac6f4,GB429YL,3f07f814-91d6-3f78-e3e9-de99f10c718b,2026-04-01T06:28:00,2026-04-01T06:38:54,10.9,2167,Marnes-la-Coquette,"48.82278,2.16183"
04015ced-e398-36bb-e23d-dfaaefad49e9,GW488FL,e7a37e81-63b4-c08b-6b8e-869fd5385b0e,2026-04-01T06:29:00,2026-04-01T06:40:42,11.7,1725,Boulogne-Billancourt,"48.83274,2.23731"
7d137018-680b-ac63-b856-d0353dc98290,EB996TB,0b1f9163-ce9f-f57f-43b7-a3a69a8dca03,2026-04-01T06:33:00,2026-04-01T06:55:51,22.9,4661,Issy-les-Moulineaux,"48.83059,2.27282"
43bfd931-3605-bf54-a021-c0ca3531968d,ES166RL,47294739-614f-f3d7-19db-3ad0ddd1dfb2,2026-04-01T06:38:00,2026-04-01T06:46:06,8.1,1699,Chaville,"48.81704,2.18579"
5be4bf51-9269-8698-61a1-17293cb98350,GE899JB,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,2026-04-01T06:38:00,2026-04-01T07:02:37,24.6,4074,Meudon,"48.80669,2.2278"
dda4f4a7-0c3c-e284-c7e5-3bbbdcb51c53,GX564TP,430f801d-fad4-09e2-a319-dcb4217d65a0,2026-04-01T06:39:00,2026-04-01T07:00:17,21.3,3148,Issy-les-Moulineaux,"48.83233,2.27029"
4cbf131d-901b-cdef-b56f-f8ce7d66971e,GB290YR,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,2026-04-01T06:40:00,2026-04-01T07:04:25,24.4,5081,Boulogne-Billancourt,"48.84305,2.24473"
c68a152f-db23-aa8c-3bca-bf85620a60ac,EW161VB,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,2026-04-01T06:42:00,2026-04-01T07:07:58,26.0,6177,Issy-les-Moulineaux,"48.82519,2.26889"
cbd58bf6-1efd-76e9-ce37-14af99b49350,GS104JM,27cd8130-4722-9389-571a-a8766c307511,2026-04-01T06:48:00,2026-04-01T07:08:34,20.6,3187,Issy-les-Moulineaux,"48.82794,2.26282"
f3ea0184-28f4-e3ce-aded-da80bff9507d,GE885LE,f94d6204-6808-593f-dfed-2c43e256a6dc,2026-04-01T06:55:00,2026-04-01T07:04:07,9.1,1973,Boulogne-Billancourt,"48.84288,2.24807"
43d88870-f81d-baa1-c812-0a8e78308930,GB891PR,c30ff46e-8026-695f-f8cd-a88b436d76e2,2026-04-01T06:56:00,2026-04-01T07:09:50,13.8,2604,Boulogne-Billancourt,"48.84177,2.23315"
c71d5e60-1d52-06ab-b7e6-427cbf780e3f,GA095ME,6c031199-972a-8469-1641-9f828b9d2434,2026-04-01T07:00:00,2026-04-01T07:21:29,21.5,4872,Meudon,"48.80892,2.22729"
b17cfb21-cdbc-2c1c-a4af-e7bdae455cc6,EE825ME,3c20592f-c04a-96c4-f3b6-3fe1d1843324,2026-04-01T07:01:00,2026-04-01T07:28:22,27.4,5555,Issy-les-Moulineaux,"48.82152,2.26437"
f0df1684-f28e-4122-5894-f7f139b86bb2,ES656YM,11c58ef0-dd46-3c09-4752-87aa5408f9ac,2026-04-01T07:04:00,2026-04-01T07:18:26,14.4,2552,Ville-d'Avray,"48.81569,2.16909"
a2bb522b-0b25-1279-785a-c5d0df92a621,EE734RE,45b89cd9-27cb-6f2a-8da0-1097be0f051b,2026-04-01T07:07:00,2026-04-01T07:45:38,38.6,8844,Vanves,"48.81368,2.28992"
4303cbc1-1e25-95b8-8fc9-c86be9ddebf5,EE273LR,c84a7b28-550a-1b46-ecab-3301bc8f7d29,2026-04-01T07:07:00,2026-04-01T07:18:44,11.7,1722,Issy-les-Moulineaux,"48.82153,2.26606"
dd1d6cd1-c11f-6bf5-379e-f4678a2db2e6,GW488FL,e7a37e81-63b4-c08b-6b8e-869fd5385b0e,2026-04-01T07:07:42,2026-04-01T07:15:01,7.3,1246,Boulogne-Billancourt,"48.82774,2.24246"
094d916d-eb6d-2fed-ef15-8d5b2d007d05,GX424MR,c4bbb7a9-d988-68dd-9c7c-737779a28903,2026-04-01T07:08:28,2026-04-01T07:15:00,6.5,1585,Meudon,"48.80362,2.23562"
c31edbbc-f36c-b62b-892e-6161be2d740a,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-01T07:10:00,2026-04-01T07:31:09,21.1,3572,Boulogne-Billancourt,"48.83845,2.23723"
3c9abe10-238d-6f44-cac4-d0eb3373730e,ES312ME,33173470-38f1-6a81-787f-2425dbccc477,2026-04-01T07:10:00,2026-04-01T07:25:53,15.9,3648,Issy-les-Moulineaux,"48.83076,2.27522"
43f9cd6b-797e-be87-98cf-118806d25913,GB290YR,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,2026-04-01T07:18:25,2026-04-01T07:43:25,25.0,5751,Issy-les-Moulineaux,"48.82728,2.27728"
a14923c2-f920-264c-0763-fcd01f15c7b6,GB156LR,c17af08a-1745-d6d8-7e57-0ddf827050a8,2026-04-01T07:20:00,2026-04-01T07:32:56,12.9,3158,Issy-les-Moulineaux,"48.81733,2.26587"
9fddde2e-a8a2-b7ad-2bd3-cdcd27794685,ED594PB,1d870966-0710-d430-f071-d87954c63cd8,2026-04-01T07:21:00,2026-04-01T07:31:22,10.4,2055,Vanves,"48.81699,2.2915"
71b701aa-f836-f571-3cce-c76cb836c448,GB429YL,3f07f814-91d6-3f78-e3e9-de99f10c718b,2026-04-01T07:21:54,2026-04-01T07:37:12,15.3,3394,Issy-les-Moulineaux,"48.81897,2.26449"
a49b1cd9-9082-889b-e1cd-e87fec955f87,EG433YR,c8b8d9c6-ed30-49cf-43e4-58fc63f2ae24,2026-04-01T07:23:00,2026-04-01T07:58:40,35.7,8042,Boulogne-Billancourt,"48.84242,2.24295"
812a1f9b-1596-9802-b6dd-6257fb7d9f1c,GS058FP,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,2026-04-01T07:23:00,2026-04-01T07:31:13,8.2,1582,Boulogne-Billancourt,"48.83688,2.24092"
f396ea37-f065-c817-687a-48509d9b6231,GE602MB,568cc69b-1064-005c-3985-c3cf3f76be1d,2026-04-01T07:25:00,2026-04-01T07:39:32,14.5,3482,Vanves,"48.82374,2.29014"
f5f62c97-6efb-63b1-1b04-98637d7ddbed,GS104JM,27cd8130-4722-9389-571a-a8766c307511,2026-04-01T07:28:34,2026-04-01T08:07:06,38.5,8243,Issy-les-Moulineaux,"48.82335,2.26753"
397b5f51-5ffa-46ef-14e4-180cfe9936a3,EG161VP,3e896c64-e117-dac3-119c-4ea3e1805081,2026-04-01T07:28:43,2026-04-01T08:01:02,32.3,4839,Chaville,"48.81535,2.19579"
2e25b5ee-4f11-d8dc-5cd3-336904aac1b7,GD070JR,f5f59b22-0e8f-a8e0-284d-82e587f7e1fb,2026-04-01T07:30:45,2026-04-01T08:10:41,39.9,6153,Meudon,"48.81316,2.23562"
22bd3388-6db9-9102-a48b-3dbe157d94a1,EE228LR,bdd640fb-0667-1ad1-1c80-317fa3b1799d,2026-04-01T07:32:00,2026-04-01T07:37:50,5.8,1411,Boulogne-Billancourt,"48.83468,2.23494"
3f779cae-7318-b96d-4479-06121f5d988f,GS441JR,89d7fd6c-ce77-7f00-ecf2-7e7685197ff4,2026-04-01T07:33:00,2026-04-01T08:02:17,29.3,5845,Marnes-la-Coquette,"48.82583,2.16348"
cb08587d-1963-c26d-6e21-8b099afd4015,EE803VM,e1e3db63-ef7d-dc76-b92d-a22b21df306f,2026-04-01T07:34:22,2026-04-01T08:04:22,30.0,7542,Meudon,"48.80927,2.23519"
48603b32-b4fb-0eb9-49c1-3de73b4206c5,ES166RL,47294739-614f-f3d7-19db-3ad0ddd1dfb2,2026-04-01T07:36:06,2026-04-01T08:07:59,31.9,6142,Boulogne-Billancourt,"48.83603,2.2354"
177d6e7e-07d9-24ce-f8c8-8faea2178f84,GX143TE,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2026-04-01T07:37:00,2026-04-01T07:50:46,13.8,2824,Boulogne-Billancourt,"48.83264,2.233"
602a4e57-60a3-99d4-e821-e716eac80da1,GW417RP,36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,2026-04-01T07:38:00,2026-04-01T08:10:41,32.7,6028,Boulogne-Billancourt,"48.83746,2.24457"
929c93b3-33c0-8bf1-8167-999fe723ada3,EW850YM,c1581092-f335-cba3-513a-7052986f9025,2026-04-01T07:40:00,2026-04-01T07:49:19,9.3,2264,Boulogne-Billancourt,"48.83435,2.24416"
e7e646c7-0158-2463-9d87-76a072d78bdd,GG954JE,8768a84f-a76a-fde6-ce9e-1a11fcbb4e59,2026-04-01T07:41:00,2026-04-01T08:17:15,36.2,7945,Boulogne-Billancourt,"48.82781,2.24758"
7a89cbeb-b807-d78a-b788-f5d1ffe575f6,ES312ME,33173470-38f1-6a81-787f-2425dbccc477,2026-04-01T07:41:53,2026-04-01T07:54:44,12.8,2699,Issy-les-Moulineaux,"48.82566,2.26908"
297ca4ff-f75d-599f-6b2d-5b0987079ad4,ED687PM,43ff5011-3d1a-85dd-506e-5a9ab758588d,2026-04-01T07:43:00,2026-04-01T08:17:04,34.1,6604,Sèvres,"48.82866,2.206"
4ceda164-69df-14e9-3896-41dd8570b59f,GX224PM,6b44fa8d-d5f2-5073-f414-02b1e4429ebb,2026-04-01T07:44:00,2026-04-01T08:09:53,25.9,4389,Ville-d'Avray,"48.82402,2.17634"
11906f50-3488-5a46-9088-2eafc9776598,EB526ML,080aadfb-e7c9-9b26-1141-25c63a9bedd4,2026-04-01T07:45:00,2026-04-01T07:50:27,5.5,814,Issy-les-Moulineaux,"48.8271,2.27187"
e3954cb1-7f7f-6c0a-07c0-d116a394ed54,GW921ML,6fb78271-504d-281f-c953-5b63ba81edd9,2026-04-01T07:45:00,2026-04-01T08:07:04,22.1,4729,Chaville,"48.8025,2.19608"
569f3ab3-c643-5300-68a5-1c68632dbb5e,GS058FP,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,2026-04-01T07:51:13,2026-04-01T08:30:54,39.7,8327,Boulogne-Billancourt,"48.8342,2.23993"
673ba8bd-c38c-1dec-5da3-9a73ba3df7ff,EG682TL,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,2026-04-01T07:52:00,2026-04-01T07:56:33,4.5,1071,Chaville,"48.81196,2.18547"
4447ceab-84ef-4324-cc1b-4157ec9f9c54,GS596YE,26286bfb-e767-dcea-b0e6-a969e21342b0,2026-04-01T07:53:00,2026-04-01T08:20:08,27.1,6760,Issy-les-Moulineaux,"48.82354,2.2769"
fb4fb88a-2f4d-d219-186b-2880ab545a15,GB797TE,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,2026-04-01T07:53:41,2026-04-01T08:25:21,31.7,7388,Issy-les-Moulineaux,"48.82862,2.26441"
8beddb12-ad77-e82f-49a2-3a89e6b5a92c,GS500FB,8a14be62-295b-4715-c333-e8615fb8d16c,2026-04-01T07:56:00,2026-04-01T08:31:22,35.4,6068,Issy-les-Moulineaux,"48.82022,2.27181"
d32e6dcd-83bc-9478-dd6a-c7b86778043b,EE671VM,e059a0ee-9132-b63e-f162-87e4e9c349e0,2026-04-01T08:00:00,2026-04-01T08:10:00,10.0,1779,Issy-les-Moulineaux,"48.82867,2.26219"
84f2fd0f-7947-4bfa-cdd0-b4d4554227de,EX452VR,c9277d9b-6e0d-2648-35ce-884149732d6c,2026-04-01T08:00:00,2026-04-01T08:31:24,31.4,6217,Issy-les-Moulineaux,"48.81881,2.27124"
5e781fd7-94e0-d3ba-a9f9-48b24e6384bb,EB996TB,0b1f9163-ce9f-f57f-43b7-a3a69a8dca03,2026-04-01T08:06:51,2026-04-01T08:12:01,5.2,795,Meudon,"48.81023,2.23165"
db946570-1ac7-0ec0-ab8d-deb45230dfbd,EA234FL,af42e12f-3838-b326-8e94-4239b02b61c4,2026-04-01T08:11:24,2026-04-01T08:48:58,37.6,9341,Ville-d'Avray,"48.8177,2.17647"
d8e7012f-3968-1c81-7b70-c3b8a81fdec3,EA689JB,693dffbc-6c6f-a611-5ab3-3edf6e595ed3,2026-04-01T08:21:52,2026-04-01T08:47:11,25.3,4607,Chaville,"48.81274,2.19639"
500e15c0-b89b-df7f-93e3-4c35ef0a573d,GS441JR,89d7fd6c-ce77-7f00-ecf2-7e7685197ff4,2026-04-01T08:24:17,2026-04-01T08:45:13,20.9,5190,Boulogne-Billancourt,"48.83335,2.24275"
bec39a37-9b3d-74bd-e91e-314e0c8e29e3,GE899JB,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,2026-04-01T08:27:37,2026-04-01T08:32:10,4.5,933,Boulogne-Billancourt,"48.84048,2.23923"
86e52753-7c93-f6cc-97d7-a560adb14670,GA667YB,ceda8bbb-7171-0434-134c-6c92ec5b227c,2026-04-01T08:27:47,2026-04-01T09:06:45,39.0,6090,Issy-les-Moulineaux,"48.82357,2.26597"
2defe193-5c62-b3a2-3a3c-563e4bd6cee6,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-01T08:30:09,2026-04-01T09:09:57,39.8,8296,Boulogne-Billancourt,"48.83495,2.24449"
4094dded-6beb-ac31-d4f8-fd72f3821cfd,EE228LR,bdd640fb-0667-1ad1-1c80-317fa3b1799d,2026-04-01T08:33:50,2026-04-01T09:00:08,26.3,4745,Boulogne-Billancourt,"48.83327,2.23629"
097a1e10-f6fe-bc0e-7ecd-dbaf26f05fcf,EW161VB,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,2026-04-01T08:38:58,2026-04-01T09:09:19,30.4,7610,Sèvres,"48.82548,2.21588"
741423b5-0e3e-25f2-cf06-71c7720b274b,EW850YM,c1581092-f335-cba3-513a-7052986f9025,2026-04-01T08:41:19,2026-04-01T08:59:20,18.0,3989,Boulogne-Billancourt,"48.83553,2.23476"
a5d04d53-1e12-42e3-f272-92b6762172ed,GB156LR,c17af08a-1745-d6d8-7e57-0ddf827050a8,2026-04-01T08:43:56,2026-04-01T09:15:47,31.9,4907,Meudon,"48.80487,2.22402"
9e9a9f83-0668-03ee-78b2-b5493bdbc09e,GD675VP,c40db9b4-885f-6e66-c2b6-d2c5fa5d3100,2026-04-01T08:46:07,2026-04-01T09:16:07,30.0,6984,Issy-les-Moulineaux,"48.82848,2.26579"
13eecdc6-ebd1-4d2c-75b2-745504cc3ede,EX218TB,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2026-04-01T08:46:22,2026-04-01T09:14:32,28.2,4275,Meudon,"48.8079,2.23713"
30d73df7-1c22-1cea-b355-56a5f2bd92f2,GB290YR,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,2026-04-01T08:51:25,2026-04-01T09:21:22,29.9,4790,Sèvres,"48.82354,2.20563"
21472a15-fcce-96f6-250a-4578fbe94499,EB526ML,080aadfb-e7c9-9b26-1141-25c63a9bedd4,2026-04-01T08:53:27,2026-04-01T09:07:31,14.1,3223,Issy-les-Moulineaux,"48.82951,2.26533"
e806133c-f6e3-9356-a814-9562da003f16,GS058FP,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,2026-04-01T08:53:54,2026-04-01T09:04:21,10.4,2134,Sèvres,"48.82456,2.20395"
0930aef6-8a80-068d-df54-7e507cea2045,GB891PR,c30ff46e-8026-695f-f8cd-a88b436d76e2,2026-04-01T09:00:50,2026-04-01T09:30:46,29.9,7394,Meudon,"48.81353,2.23744"
55c551fc-fba5-7cc8-edaf-37661b780ede,GX424MR,c4bbb7a9-d988-68dd-9c7c-737779a28903,2026-04-01T09:06:00,2026-04-01T09:29:45,23.8,5668,Sèvres,"48.81718,2.21488"
f2e6195f-732e-2016-add7-02c92747b93c,GE885LE,f94d6204-6808-593f-dfed-2c43e256a6dc,2026-04-01T09:06:07,2026-04-01T09:35:07,29.0,5310,Boulogne-Billancourt,"48.82828,2.24536"
5fd23109-4140-752c-aa44-825950018b7b,EE803VM,e1e3db63-ef7d-dc76-b92d-a22b21df306f,2026-04-01T09:09:22,2026-04-01T09:44:19,35.0,6537,Issy-les-Moulineaux,"48.83071,2.26822"
71f2ce8f-b69f-68c3-e60f-d4202c33350c,EE273LR,c84a7b28-550a-1b46-ecab-3301bc8f7d29,2026-04-01T09:22:44,2026-04-01T10:00:15,37.5,6213,Boulogne-Billancourt,"48.83699,2.244"
0f8035f5-5bd2-0c98-a513-5ea0fa53e34d,GE602MB,568cc69b-1064-005c-3985-c3cf3f76be1d,2026-04-01T09:23:32,2026-04-01T09:52:17,28.8,4448,Boulogne-Billancourt,"48.83432,2.23668"
551ff086-c1b5-b5ca-bc35-36df94f79dba,EE734RE,45b89cd9-27cb-6f2a-8da0-1097be0f051b,2026-04-01T09:30:38,2026-04-01T09:58:10,27.5,4681,Boulogne-Billancourt,"48.82746,2.24552"
81e0d489-5a18-e2a3-0e61-4bcd97674900,EG433YR,c8b8d9c6-ed30-49cf-43e4-58fc63f2ae24,2026-04-01T09:30:40,2026-04-01T09:39:19,8.7,1683,Chaville,"48.81124,2.18332"
76e5ae78-7bf7-e1d3-6a66-2fce7089fc6d,GW921ML,6fb78271-504d-281f-c953-5b63ba81edd9,2026-04-01T09:31:04,2026-04-01T10:02:47,31.7,5586,Meudon,"48.80473,2.22772"
a3925731-6b79-afcc-3d0a-5f0c0c394ec7,GG954JE,8768a84f-a76a-fde6-ce9e-1a11fcbb4e59,2026-04-01T09:32:15,2026-04-01T10:05:08,32.9,5130,Boulogne-Billancourt,"48.82959,2.24794"
3713b466-3da0-6476-f778-c676750d112e,GS441JR,89d7fd6c-ce77-7f00-ecf2-7e7685197ff4,2026-04-01T09:35:13,2026-04-01T10:00:16,25.1,4952,Issy-les-Moulineaux,"48.82474,2.26958"
b47a1c5b-b0b3-9015-3510-2852b4746349,EE825ME,3c20592f-c04a-96c4-f3b6-3fe1d1843324,2026-04-01T09:41:22,2026-04-01T10:00:43,19.4,4753,Boulogne-Billancourt,"48.83114,2.24183"
9f8cc29f-fd35-0c5f-d347-9a3b479bc637,EG682TL,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,2026-04-01T09:48:33,2026-04-01T10:12:15,23.7,3601,Boulogne-Billancourt,"48.83619,2.2387"
8d2238e6-c7bf-4fbc-d43c-dd6de0c1ff1e,ES312ME,33173470-38f1-6a81-787f-2425dbccc477,2026-04-01T09:48:44,2026-04-01T09:57:47,9.1,1743,Chaville,"48.80238,2.19646"
ae4c84ff-a8c0-1f05-c478-f6f1b88ec318,GE899JB,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,2026-04-01T09:55:10,2026-04-01T10:14:07,18.9,4031,Sèvres,"48.81788,2.21573"
42f525b9-02ed-73ce-92a8-1713b90ed44b,GB797TE,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,2026-04-01T09:57:21,2026-04-01T10:31:50,34.5,7772,Vanves,"48.81271,2.28764"
20733f6d-0d6a-05b3-43ef-20162c9b662e,EB526ML,080aadfb-e7c9-9b26-1141-25c63a9bedd4,2026-04-01T10:01:31,2026-04-01T10:29:58,28.4,6524,Boulogne-Billancourt,"48.84106,2.23501"
246998e8-d39e-198b-4400-7d5ae88da719,ES166RL,47294739-614f-f3d7-19db-3ad0ddd1dfb2,2026-04-01T10:13:59,2026-04-01T10:31:29,17.5,3323,Boulogne-Billancourt,"48.83093,2.23713"
bb2488a3-d363-57b6-6f81-cf4f7701f7bb,GS104JM,27cd8130-4722-9389-571a-a8766c307511,2026-04-01T10:14:06,2026-04-01T10:36:32,22.4,4722,Meudon,"48.80687,2.23554"
b7b8c1a5-9a45-693d-7227-890e4e76833a,GS596YE,26286bfb-e767-dcea-b0e6-a969e21342b0,2026-04-01T10:18:08,2026-04-01T10:42:11,24.1,4297,Boulogne-Billancourt,"48.83684,2.24606"
8e867f3c-a487-eeab-accb-461a9d132363,EA689JB,693dffbc-6c6f-a611-5ab3-3edf6e595ed3,2026-04-01T10:31:11,2026-04-01T11:04:28,33.3,7830,Boulogne-Billancourt,"48.83166,2.23652"
fa7e5d94-05d1-fb63-c194-f97f00e3a026,GW417RP,36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,2026-04-01T10:38:41,2026-04-01T11:09:30,30.8,6197,Boulogne-Billancourt,"48.84096,2.2348"
2a96e1e2-7194-eae2-19ba-d7aedf615a5c,GB891PR,c30ff46e-8026-695f-f8cd-a88b436d76e2,2026-04-01T10:40:46,2026-04-01T10:50:56,10.2,1940,Meudon,"48.81463,2.23976"
bf5ae7e6-53a3-dd5a-4b8c-5bdce8dd5e5a,GE899JB,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,2026-04-01T10:48:07,2026-04-01T11:22:12,34.1,5030,Ville-d'Avray,"48.82514,2.17204"
b4adaf89-0ff1-aa9f-ba37-0623bc5fd4dd,GB290YR,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,2026-04-01T10:51:22,2026-04-01T11:29:37,38.2,8709,Issy-les-Moulineaux,"48.82311,2.26486"
2b840c67-2e18-3554-cae2-8e66ae8a7813,GB891PR,c30ff46e-8026-695f-f8cd-a88b436d76e2,2026-04-01T11:07:56,2026-04-01T11:37:31,29.6,5636,Boulogne-Billancourt,"48.83994,2.23759"
f319c125-07f1-94f9-c115-6d6d0a4e5b70,EE228LR,bdd640fb-0667-1ad1-1c80-317fa3b1799d,2026-04-01T11:10:08,2026-04-01T11:38:01,27.9,4690,Boulogne-Billancourt,"48.83583,2.2489"
d4ffa666-75c8-e90d-9e3d-750df296d9f0,EX218TB,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,2026-04-01T11:13:32,2026-04-01T11:25:23,11.8,2224,Issy-les-Moulineaux,"48.82785,2.26828"
801ef1da-45b1-ed25-f153-3ae8670acc5c,ES166RL,47294739-614f-f3d7-19db-3ad0ddd1dfb2,2026-04-01T11:23:29,2026-04-01T11:47:11,23.7,4536,Sèvres,"48.82372,2.21609"
30cbd755-6232-b17a-2507-41818d1fb540,GB156LR,c17af08a-1745-d6d8-7e57-0ddf827050a8,2026-04-01T11:32:47,2026-04-01T12:05:08,32.4,7574,Vanves,"48.81727,2.29279"
0323d342-df6a-8f93-1a43-2f0a7daa39f0,GB046ML,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,2026-04-01T11:35:57,2026-04-01T11:59:53,23.9,5249,Boulogne-Billancourt,"48.82793,2.23377"
c6b469ef-b74e-ba93-1027-5b532285b2ef,EE734RE,45b89cd9-27cb-6f2a-8da0-1097be0f051b,2026-04-01T11:38:10,2026-04-01T12:13:53,35.7,8926,Issy-les-Moulineaux,"48.82952,2.2644"
1e0ef546-b0b6-dedf-4f9c-4027c5144d98,GB797TE,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,2026-04-01T11:41:50,2026-04-01T12:13:30,31.7,6906,Boulogne-Billancourt,"48.82909,2.23781"
7674456f-626d-719d-81cf-325298159d6c,EG433YR,c8b8d9c6-ed30-49cf-43e4-58fc63f2ae24,2026-04-01T11:47:19,2026-04-01T11:56:33,9.2,1972,Issy-les-Moulineaux,"48.81741,2.27491"
7e8adee7-0758-e201-561e-16d16105716b,GS104JM,27cd8130-4722-9389-571a-a8766c307511,2026-04-01T12:08:32,2026-04-01T12:43:18,34.8,5922,Chaville,"48.81449,2.18229"
9d642932-0066-853d-6de2-99a14a90cd0c,GG954JE,8768a84f-a76a-fde6-ce9e-1a11fcbb4e59,2026-04-01T12:12:08,2026-04-01T12:17:15,5.1,1086,Boulogne-Billancourt,"48.84059,2.2409"
d1812f77-6500-1423-faeb-cd19e5508ea2,EE825ME,3c20592f-c04a-96c4-f3b6-3fe1d1843324,2026-04-01T12:12:43,2026-04-01T12:35:23,22.7,3968,Issy-les-Moulineaux,"48.83144,2.27433"
f7a67b94-7b5a-611a-f1b6-4afed31edf1a,GE899JB,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,2026-04-01T12:23:12,2026-04-01T13:01:27,38.2,9281,Boulogne-Billancourt,"48.83583,2.24844"
ba2c98ce-0b19-f88e-9d77-a45ef206c269,EB526ML,080aadfb-e7c9-9b26-1141-25c63a9bedd4,2026-04-01T12:53:58,2026-04-01T13:22:40,28.7,5723,Boulogne-Billancourt,"48.82822,2.24007"
