provider_name,provider_id,device_id,vehicle_id,vehicle_type,propulsion_types,trip_id,trip_duration,trip_distance,accuracy,start_time,end_time
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,080aadfb-e7c9-9b26-1141-25c63a9bedd4,EB526ML,moped,[electric],11906f50-3488-5a46-9088-2eafc9776598,327,814,15,1775022300000,1775022627000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,6fb78271-504d-281f-c953-5b63ba81edd9,GW921ML,moped,[electric],e3954cb1-7f7f-6c0a-07c0-d116a394ed54,1324,4729,15,1775022300000,1775023624000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,GS058FP,moped,[electric],569f3ab3-c643-5300-68a5-1c68632dbb5e,2381,8327,15,1775022673000,1775025054000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,EG682TL,moped,[electric],673ba8bd-c38c-1dec-5da3-9a73ba3df7ff,273,1071,15,1775022720000,1775022993000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,26286bfb-e767-dcea-b0e6-a969e21342b0,GS596YE,moped,[electric],4447ceab-84ef-4324-cc1b-4157ec9f9c54,1628,6760,15,1775022780000,1775024408000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,GB797TE,moped,[electric],fb4fb88a-2f4d-d219-186b-2880ab545a15,1900,7388,15,1775022821000,1775024721000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,8a14be62-295b-4715-c333-e8615fb8d16c,GS500FB,moped,[electric],8beddb12-ad77-e82f-49a2-3a89e6b5a92c,2122,6068,15,1775022960000,1775025082000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e059a0ee-9132-b63e-f162-87e4e9c349e0,EE671VM,moped,[electric],d32e6dcd-83bc-9478-dd6a-c7b86778043b,600,1779,15,1775023200000,1775023800000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c9277d9b-6e0d-2648-35ce-884149732d6c,EX452VR,moped,[electric],84f2fd0f-7947-4bfa-cdd0-b4d4554227de,1884,6217,15,1775023200000,1775025084000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,0b1f9163-ce9f-f57f-43b7-a3a69a8dca03,EB996TB,moped,[electric],5e781fd7-94e0-d3ba-a9f9-48b24e6384bb,310,795,15,1775023611000,1775023921000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,af42e12f-3838-b326-8e94-4239b02b61c4,EA234FL,moped,[electric],db946570-1ac7-0ec0-ab8d-deb45230dfbd,2254,9341,15,1775023884000,1775026138000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,693dffbc-6c6f-a611-5ab3-3edf6e595ed3,EA689JB,moped,[electric],d8e7012f-3968-1c81-7b70-c3b8a81fdec3,1519,4607,15,1775024512000,1775026031000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,89d7fd6c-ce77-7f00-ecf2-7e7685197ff4,GS441JR,moped,[electric],500e15c0-b89b-df7f-93e3-4c35ef0a573d,1256,5190,15,1775024657000,1775025913000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,GE899JB,moped,[electric],bec39a37-9b3d-74bd-e91e-314e0c8e29e3,273,933,15,1775024857000,1775025130000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,ceda8bbb-7171-0434-134c-6c92ec5b227c,GA667YB,moped,[electric],86e52753-7c93-f6cc-97d7-a560adb14670,2338,6090,15,1775024867000,1775027205000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,GB046ML,moped,[electric],2defe193-5c62-b3a2-3a3c-563e4bd6cee6,2388,8296,15,1775025009000,1775027397000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,bdd640fb-0667-1ad1-1c80-317fa3b1799d,EE228LR,moped,[electric],4094dded-6beb-ac31-d4f8-fd72f3821cfd,1578,4745,15,1775025230000,1775026808000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,EW161VB,moped,[electric],097a1e10-f6fe-bc0e-7ecd-dbaf26f05fcf,1821,7610,15,1775025538000,1775027359000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c1581092-f335-cba3-513a-7052986f9025,EW850YM,moped,[electric],741423b5-0e3e-25f2-cf06-71c7720b274b,1081,3989,15,1775025679000,1775026760000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c17af08a-1745-d6d8-7e57-0ddf827050a8,GB156LR,moped,[electric],a5d04d53-1e12-42e3-f272-92b6762172ed,1911,4907,15,1775025836000,1775027747000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c40db9b4-885f-6e66-c2b6-d2c5fa5d3100,GD675VP,moped,[electric],9e9a9f83-0668-03ee-78b2-b5493bdbc09e,1800,6984,15,1775025967000,1775027767000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,EX218TB,moped,[electric],13eecdc6-ebd1-4d2c-75b2-745504cc3ede,1690,4275,15,1775025982000,1775027672000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,GB290YR,moped,[electric],30d73df7-1c22-1cea-b355-56a5f2bd92f2,1797,4790,15,1775026285000,1775028082000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,080aadfb-e7c9-9b26-1141-25c63a9bedd4,EB526ML,moped,[electric],21472a15-fcce-96f6-250a-4578fbe94499,844,3223,15,1775026407000,1775027251000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,GS058FP,moped,[electric],e806133c-f6e3-9356-a814-9562da003f16,627,2134,15,1775026434000,1775027061000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c30ff46e-8026-695f-f8cd-a88b436d76e2,GB891PR,moped,[electric],0930aef6-8a80-068d-df54-7e507cea2045,1796,7394,15,1775026850000,1775028646000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c4bbb7a9-d988-68dd-9c7c-737779a28903,GX424MR,moped,[electric],55c551fc-fba5-7cc8-edaf-37661b780ede,1425,5668,15,1775027160000,1775028585000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,f94d6204-6808-593f-dfed-2c43e256a6dc,GE885LE,moped,[electric],f2e6195f-732e-2016-add7-02c92747b93c,1740,5310,15,1775027167000,1775028907000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e1e3db63-ef7d-dc76-b92d-a22b21df306f,EE803VM,moped,[electric],5fd23109-4140-752c-aa44-825950018b7b,2097,6537,15,1775027362000,1775029459000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c84a7b28-550a-1b46-ecab-3301bc8f7d29,EE273LR,moped,[electric],71f2ce8f-b69f-68c3-e60f-d4202c33350c,2251,6213,15,1775028164000,1775030415000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,568cc69b-1064-005c-3985-c3cf3f76be1d,GE602MB,moped,[electric],0f8035f5-5bd2-0c98-a513-5ea0fa53e34d,1725,4448,15,1775028212000,1775029937000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,45b89cd9-27cb-6f2a-8da0-1097be0f051b,EE734RE,moped,[electric],551ff086-c1b5-b5ca-bc35-36df94f79dba,1652,4681,15,1775028638000,1775030290000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c8b8d9c6-ed30-49cf-43e4-58fc63f2ae24,EG433YR,moped,[electric],81e0d489-5a18-e2a3-0e61-4bcd97674900,519,1683,15,1775028640000,1775029159000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,6fb78271-504d-281f-c953-5b63ba81edd9,GW921ML,moped,[electric],76e5ae78-7bf7-e1d3-6a66-2fce7089fc6d,1903,5586,15,1775028664000,1775030567000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,8768a84f-a76a-fde6-ce9e-1a11fcbb4e59,GG954JE,moped,[electric],a3925731-6b79-afcc-3d0a-5f0c0c394ec7,1973,5130,15,1775028735000,1775030708000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,89d7fd6c-ce77-7f00-ecf2-7e7685197ff4,GS441JR,moped,[electric],3713b466-3da0-6476-f778-c676750d112e,1503,4952,15,1775028913000,1775030416000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3c20592f-c04a-96c4-f3b6-3fe1d1843324,EE825ME,moped,[electric],b47a1c5b-b0b3-9015-3510-2852b4746349,1161,4753,15,1775029282000,1775030443000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,EG682TL,moped,[electric],9f8cc29f-fd35-0c5f-d347-9a3b479bc637,1422,3601,15,1775029713000,1775031135000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,33173470-38f1-6a81-787f-2425dbccc477,ES312ME,moped,[electric],8d2238e6-c7bf-4fbc-d43c-dd6de0c1ff1e,543,1743,15,1775029724000,1775030267000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,GE899JB,moped,[electric],ae4c84ff-a8c0-1f05-c478-f6f1b88ec318,1137,4031,15,1775030110000,1775031247000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,GB797TE,moped,[electric],42f525b9-02ed-73ce-92a8-1713b90ed44b,2069,7772,15,1775030241000,1775032310000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,080aadfb-e7c9-9b26-1141-25c63a9bedd4,EB526ML,moped,[electric],20733f6d-0d6a-05b3-43ef-20162c9b662e,1707,6524,15,1775030491000,1775032198000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,47294739-614f-f3d7-19db-3ad0ddd1dfb2,ES166RL,moped,[electric],246998e8-d39e-198b-4400-7d5ae88da719,1050,3323,15,1775031239000,1775032289000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,27cd8130-4722-9389-571a-a8766c307511,GS104JM,moped,[electric],bb2488a3-d363-57b6-6f81-cf4f7701f7bb,1346,4722,15,1775031246000,1775032592000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,26286bfb-e767-dcea-b0e6-a969e21342b0,GS596YE,moped,[electric],b7b8c1a5-9a45-693d-7227-890e4e76833a,1443,4297,15,1775031488000,1775032931000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,693dffbc-6c6f-a611-5ab3-3edf6e595ed3,EA689JB,moped,[electric],8e867f3c-a487-eeab-accb-461a9d132363,1997,7830,15,1775032271000,1775034268000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,36c59dac-b4d7-e28e-271e-3ee2b1a6b1f1,GW417RP,moped,[electric],fa7e5d94-05d1-fb63-c194-f97f00e3a026,1849,6197,15,1775032721000,1775034570000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c30ff46e-8026-695f-f8cd-a88b436d76e2,GB891PR,moped,[electric],2a96e1e2-7194-eae2-19ba-d7aedf615a5c,610,1940,15,1775032846000,1775033456000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3d4cbf37-4eb9-3eff-ce88-cb2dd4e80839,GE899JB,moped,[electric],bf5ae7e6-53a3-dd5a-4b8c-5bdce8dd5e5a,2045,5030,15,1775033287000,1775035332000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,GB290YR,moped,[electric],b4adaf89-0ff1-aa9f-ba37-0623bc5fd4dd,2295,8709,15,1775033482000,1775035777000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c30ff46e-8026-695f-f8cd-a88b436d76e2,GB891PR,moped,[electric],2b840c67-2e18-3554-cae2-8e66ae8a7813,1775,5636,15,1775034476000,1775036251000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,bdd640fb-0667-1ad1-1c80-317fa3b1799d,EE228LR,moped,[electric],f319c125-07f1-94f9-c115-6d6d0a4e5b70,1673,4690,15,1775034608000,1775036281000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,EX218TB,moped,[electric],d4ffa666-75c8-e90d-9e3d-750df296d9f0,711,2224,15,1775034812000,1775035523000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,47294739-614f-f3d7-19db-3ad0ddd1dfb2,ES166RL,moped,[electric],801ef1da-45b1-ed25-f153-3ae8670acc5c,1422,4536,15,1775035409000,1775036831000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c17af08a-1745-d6d8-7e57-0ddf827050a8,GB156LR,moped,[electric],30cbd755-6232-b17a-2507-41818d1fb540,1941,7574,15,1775035967000,1775037908000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,GB046ML,moped,[electric],0323d342-df6a-8f93-1a43-2f0a7daa39f0,1436,5249,15,1775036157000,1775037593000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,45b89cd9-27cb-6f2a-8da0-1097be0f051b,EE734RE,moped,[electric],c6b469ef-b74e-ba93-1027-5b532285b2ef,2143,8926,15,1775036290000,1775038433000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,GB797TE,moped,[electric],1e0ef546-b0b6-dedf-4f9c-4027c5144d98,1900,6906,15,1775036510000,1775038410000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c8b8d9c6-ed30-49cf-43e4-58fc63f2ae24,EG433YR,moped,[electric],7674456f-626d-719d-81cf-325298159d6c,554,1972,15,1775036839000,1775037393000
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,27cd8130-4722-9389-571a-a8766c307511,GS104JM,moped,[electric],7e8adee7-0758-e201-561e-16d16105716b,2086,5922,15,1775038112000,1775040198000
