provider_name,provider_id,device_id,vehicle_id,vehicle_type,propulsion_types,event_time,event_location,vehicle_state,event_types,battery_pct,trip_id
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,EG682TL,moped,[electric],1780286880000,"{""type"":""Point"",""coordinates"":[2.24344,48.84184]}",on_trip,[trip_start],1.0,a21a8999-fc81-7029-e147-3f931338899d
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,77d21e02-ff01-cf99-988c-24c961b1cd22,EA696JR,moped,[electric],1780286940000,"{""type"":""Point"",""coordinates"":[2.18094,48.81765]}",on_trip,[trip_start],1.0,95322664-6f92-9f36-9761-1f80c9e28644
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,568cc69b-1064-005c-3985-c3cf3f76be1d,GE602MB,moped,[electric],1780286940000,"{""type"":""Point"",""coordinates"":[2.28789,48.82281]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,45b89cd9-27cb-6f2a-8da0-1097be0f051b,EE734RE,moped,[electric],1780287060000,"{""type"":""Point"",""coordinates"":[2.27439,48.82723]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,af42e12f-3838-b326-8e94-4239b02b61c4,EA234FL,moped,[electric],1780287120000,"{""type"":""Point"",""coordinates"":[2.23651,48.8289]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,568cc69b-1064-005c-3985-c3cf3f76be1d,GE602MB,moped,[electric],1780287120000,"{""type"":""Point"",""coordinates"":[2.28746,48.82366]}",on_trip,[trip_start],1.0,8f2d4baf-d610-d91d-fa34-6b02efd70275
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3c20592f-c04a-96c4-f3b6-3fe1d1843324,EE825ME,moped,[electric],1780287120000,"{""type"":""Point"",""coordinates"":[2.23969,48.82911]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3f22faf8-23be-d01d-43cf-2fde24933b83,EW919TL,moped,[electric],1780287180000,"{""type"":""Point"",""coordinates"":[2.19409,48.80512]}",on_trip,[trip_start],1.0,0c6e54b7-dc76-280d-c47f-05afccf8b338
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,cbceabde-eede-db07-e623-a6895d59cd2a,GS215MR,moped,[electric],1780287240000,"{""type"":""Point"",""coordinates"":[2.24074,48.83786]}",on_trip,[trip_start],1.0,95013588-24b3-bff9-7470-5352c651c581
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e7a37e81-63b4-c08b-6b8e-869fd5385b0e,GW488FL,moped,[electric],1780287240000,"{""type"":""Point"",""coordinates"":[2.2626,48.82969]}",on_trip,[trip_start],1.0,43676d72-8bac-f6b1-4721-9b6bcc6aeb4d
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,33173470-38f1-6a81-787f-2425dbccc477,ES312ME,moped,[electric],1780287300000,"{""type"":""Point"",""coordinates"":[2.27066,48.8224]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,45b89cd9-27cb-6f2a-8da0-1097be0f051b,EE734RE,moped,[electric],1780287480000,"{""type"":""Point"",""coordinates"":[2.2753,48.82744]}",on_trip,[trip_start],1.0,d9e07747-924e-f73a-5529-5cbb89b81402
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,6c031199-972a-8469-1641-9f828b9d2434,GA095ME,moped,[electric],1780287540000,"{""type"":""Point"",""coordinates"":[2.1808,48.82525]}",on_trip,[trip_start],1.0,0b7bd5af-432c-8894-f0e0-c0c64757edd0
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3c20592f-c04a-96c4-f3b6-3fe1d1843324,EE825ME,moped,[electric],1780287540000,"{""type"":""Point"",""coordinates"":[2.23969,48.82876]}",on_trip,[trip_start],1.0,afab8446-ff18-b01e-9408-32f6acae582e
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,GB290YR,moped,[electric],1780287600000,"{""type"":""Point"",""coordinates"":[2.24374,48.84222]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,77d21e02-ff01-cf99-988c-24c961b1cd22,EA696JR,moped,[electric],1780287604000,"{""type"":""Point"",""coordinates"":[2.17049,48.8084]}",available,[trip_end],0.98,95322664-6f92-9f36-9761-1f80c9e28644
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c4bbb7a9-d988-68dd-9c7c-737779a28903,GX424MR,moped,[electric],1780287660000,"{""type"":""Point"",""coordinates"":[2.26221,48.82659]}",on_trip,[trip_start],1.0,dd9802ae-aed9-5fef-a43f-94db7fcbd85c
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,EW161VB,moped,[electric],1780287720000,"{""type"":""Point"",""coordinates"":[2.20926,48.82678]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,af42e12f-3838-b326-8e94-4239b02b61c4,EA234FL,moped,[electric],1780287780000,"{""type"":""Point"",""coordinates"":[2.23688,48.8296]}",on_trip,[trip_start],1.0,d779b60f-fc53-4677-9cd6-e073b4b6d380
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,EW161VB,moped,[electric],1780287900000,"{""type"":""Point"",""coordinates"":[2.2096,48.82661]}",on_trip,[trip_start],1.0,f25c2e4b-8744-d6cb-656a-fbd0161f46e1
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,33173470-38f1-6a81-787f-2425dbccc477,ES312ME,moped,[electric],1780287900000,"{""type"":""Point"",""coordinates"":[2.27035,48.82329]}",on_trip,[trip_start],1.0,e0bfffc7-bafb-a4c2-1fc0-ae93c0e25904
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3c20592f-c04a-96c4-f3b6-3fe1d1843324,EE825ME,moped,[electric],1780287933000,"{""type"":""Point"",""coordinates"":[2.24228,48.81875]}",available,[trip_end],0.99,afab8446-ff18-b01e-9408-32f6acae582e
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,GB290YR,moped,[electric],1780287960000,"{""type"":""Point"",""coordinates"":[2.24386,48.84158]}",on_trip,[trip_start],1.0,572596af-8d56-f285-c13b-3a12cdde2688
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c1581092-f335-cba3-513a-7052986f9025,EW850YM,moped,[electric],1780288020000,"{""type"":""Point"",""coordinates"":[2.23523,48.81624]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e7a37e81-63b4-c08b-6b8e-869fd5385b0e,GW488FL,moped,[electric],1780288048000,"{""type"":""Point"",""coordinates"":[2.25019,48.81833]}",available,[trip_end],0.97,43676d72-8bac-f6b1-4721-9b6bcc6aeb4d
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e7a37e81-63b4-c08b-6b8e-869fd5385b0e,GW488FL,moped,[electric],1780288048000,"{""type"":""Point"",""coordinates"":[2.27024,48.83262]}",reserved,[reservation_start],0.97,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,6b44fa8d-d5f2-5073-f414-02b1e4429ebb,GX224PM,moped,[electric],1780288096000,"{""type"":""Point"",""coordinates"":[2.24045,48.79574]}",available,[trip_end],0.95,6248c05d-5c9d-420a-ba7b-3164a3343f71
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,12476f57-a5e5-a5ab-aefc-fad8efc89849,GE167VM,moped,[electric],1780288428000,"{""type"":""Point"",""coordinates"":[2.22592,48.78324]}",available,[trip_end],0.94,fa533042-0594-b350-8878-f572cf1b1759
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,GB797TE,moped,[electric],1780288428000,"{""type"":""Point"",""coordinates"":[2.24454,48.82998]}",available,[trip_end],0.93,6c6c468c-7dc5-95d2-c27d-baf1331137d5
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c17af08a-1745-d6d8-7e57-0ddf827050a8,GB156LR,moped,[electric],1780288440000,"{""type"":""Point"",""coordinates"":[2.27048,48.82419]}",on_trip,[trip_start],1.0,1dbbffee-d8e3-db17-6244-94dcb99ccad3
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3f22faf8-23be-d01d-43cf-2fde24933b83,EW919TL,moped,[electric],1780288454000,"{""type"":""Point"",""coordinates"":[2.2056,48.80224]}",available,[trip_end],0.96,0c6e54b7-dc76-280d-c47f-05afccf8b338
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c4bbb7a9-d988-68dd-9c7c-737779a28903,GX424MR,moped,[electric],1780288470000,"{""type"":""Point"",""coordinates"":[2.25394,48.8175]}",available,[trip_end],0.97,dd9802ae-aed9-5fef-a43f-94db7fcbd85c
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c1581092-f335-cba3-513a-7052986f9025,EW850YM,moped,[electric],1780288500000,"{""type"":""Point"",""coordinates"":[2.23523,48.81572]}",on_trip,[trip_start],1.0,12a1d8fd-410f-5a01-2217-df765b2cee83
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,080aadfb-e7c9-9b26-1141-25c63a9bedd4,EB526ML,moped,[electric],1780288680000,"{""type"":""Point"",""coordinates"":[2.24417,48.82783]}",on_trip,[trip_start],1.0,f871d3da-6445-a621-88d0-6e9d2b26b588
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e7a37e81-63b4-c08b-6b8e-869fd5385b0e,GW488FL,moped,[electric],1780288768000,"{""type"":""Point"",""coordinates"":[2.26981,48.8324]}",on_trip,[trip_start],0.97,24c0ed07-9dce-8a95-7f4b-4e262b50e577
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,af42e12f-3838-b326-8e94-4239b02b61c4,EA234FL,moped,[electric],1780288932000,"{""type"":""Point"",""coordinates"":[2.25559,48.84929]}",available,[trip_end],0.97,d779b60f-fc53-4677-9cd6-e073b4b6d380
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,b841d0a0-1fe7-71d6-d917-8793a9d3c2e6,EG682TL,moped,[electric],1780288949000,"{""type"":""Point"",""coordinates"":[2.26064,48.83089]}",available,[trip_end],0.92,a21a8999-fc81-7029-e147-3f931338899d
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,1c8eaee9-5715-bd6f-a416-1293c4c2e2e3,EW161VB,moped,[electric],1780289097000,"{""type"":""Point"",""coordinates"":[2.21655,48.8455]}",available,[trip_end],0.95,f25c2e4b-8744-d6cb-656a-fbd0161f46e1
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,26286bfb-e767-dcea-b0e6-a969e21342b0,GS596YE,moped,[electric],1780289100000,"{""type"":""Point"",""coordinates"":[2.24176,48.83031]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,45b89cd9-27cb-6f2a-8da0-1097be0f051b,EE734RE,moped,[electric],1780289170000,"{""type"":""Point"",""coordinates"":[2.28673,48.81426]}",available,[trip_end],0.94,d9e07747-924e-f73a-5529-5cbb89b81402
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,bc67f831-cbc8-4759-f5b7-8cc7e6b3c944,GB290YR,moped,[electric],1780289204000,"{""type"":""Point"",""coordinates"":[2.23647,48.83286]}",available,[trip_end],0.96,572596af-8d56-f285-c13b-3a12cdde2688
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,f94d6204-6808-593f-dfed-2c43e256a6dc,GE885LE,moped,[electric],1780289280000,"{""type"":""Point"",""coordinates"":[2.26307,48.82582]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3f07f814-91d6-3f78-e3e9-de99f10c718b,GB429YL,moped,[electric],1780289340000,"{""type"":""Point"",""coordinates"":[2.20886,48.82578]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,cbceabde-eede-db07-e623-a6895d59cd2a,GS215MR,moped,[electric],1780289349000,"{""type"":""Point"",""coordinates"":[2.24112,48.82212]}",available,[trip_end],0.91,95013588-24b3-bff9-7470-5352c651c581
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,26286bfb-e767-dcea-b0e6-a969e21342b0,GS596YE,moped,[electric],1780289400000,"{""type"":""Point"",""coordinates"":[2.24157,48.83093]}",on_trip,[trip_start],1.0,2926d070-91dd-ce0b-c871-21a7ee31bf01
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,568cc69b-1064-005c-3985-c3cf3f76be1d,GE602MB,moped,[electric],1780289478000,"{""type"":""Point"",""coordinates"":[2.27088,48.83315]}",available,[trip_end],0.93,8f2d4baf-d610-d91d-fa34-6b02efd70275
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,080aadfb-e7c9-9b26-1141-25c63a9bedd4,EB526ML,moped,[electric],1780289607000,"{""type"":""Point"",""coordinates"":[2.26248,48.84724]}",available,[trip_end],0.97,f871d3da-6445-a621-88d0-6e9d2b26b588
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,GS058FP,moped,[electric],1780289700000,"{""type"":""Point"",""coordinates"":[2.24193,48.84068]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,f94d6204-6808-593f-dfed-2c43e256a6dc,GE885LE,moped,[electric],1780289700000,"{""type"":""Point"",""coordinates"":[2.26266,48.82511]}",on_trip,[trip_start],1.0,087478c9-55f6-cfe0-b750-1dd653d69b6a
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c074718e-425a-609f-7337-c59979844388,GG784YM,moped,[electric],1780289700000,"{""type"":""Point"",""coordinates"":[2.22414,48.80457]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,ceda8bbb-7171-0434-134c-6c92ec5b227c,GA667YB,moped,[electric],1780289760000,"{""type"":""Point"",""coordinates"":[2.17519,48.81943]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c17af08a-1745-d6d8-7e57-0ddf827050a8,GB156LR,moped,[electric],1780289795000,"{""type"":""Point"",""coordinates"":[2.25934,48.83125]}",available,[trip_end],0.96,1dbbffee-d8e3-db17-6244-94dcb99ccad3
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c30ff46e-8026-695f-f8cd-a88b436d76e2,GB891PR,moped,[electric],1780289820000,"{""type"":""Point"",""coordinates"":[2.26363,48.82555]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,ceda8bbb-7171-0434-134c-6c92ec5b227c,GA667YB,moped,[electric],1780289880000,"{""type"":""Point"",""coordinates"":[2.17462,48.81904]}",on_trip,[trip_start],1.0,c0c5fb48-f045-7813-f8c2-279e2fb24e62
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3f07f814-91d6-3f78-e3e9-de99f10c718b,GB429YL,moped,[electric],1780289880000,"{""type"":""Point"",""coordinates"":[2.20856,48.82571]}",on_trip,[trip_start],1.0,b1ce2fd9-d5a2-6a22-e9a2-9f3a34943a49
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3c20592f-c04a-96c4-f3b6-3fe1d1843324,EE825ME,moped,[electric],1780289913000,"{""type"":""Point"",""coordinates"":[2.1876,48.81438]}",on_trip,[trip_start],0.99,7a35e384-7c69-e9d6-54be-9208139b94f3
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,6c031199-972a-8469-1641-9f828b9d2434,GA095ME,moped,[electric],1780289929000,"{""type"":""Point"",""coordinates"":[2.19446,48.80876]}",available,[trip_end],0.9,0b7bd5af-432c-8894-f0e0-c0c64757edd0
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e1e3db63-ef7d-dc76-b92d-a22b21df306f,EE803VM,moped,[electric],1780290060000,"{""type"":""Point"",""coordinates"":[2.23924,48.82922]}",on_trip,[trip_start],1.0,d0aed3f7-89ca-a945-cfa3-f73f4a23bf50
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c074718e-425a-609f-7337-c59979844388,GG784YM,moped,[electric],1780290060000,"{""type"":""Point"",""coordinates"":[2.22489,48.805]}",on_trip,[trip_start],1.0,768d50f2-6ece-57ec-f679-67a9ac69b08d
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e7a37e81-63b4-c08b-6b8e-869fd5385b0e,GW488FL,moped,[electric],1780290072000,"{""type"":""Point"",""coordinates"":[2.27294,48.85107]}",available,[trip_end],0.93,24c0ed07-9dce-8a95-7f4b-4e262b50e577
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,33173470-38f1-6a81-787f-2425dbccc477,ES312ME,moped,[electric],1780290112000,"{""type"":""Point"",""coordinates"":[2.26674,48.82656]}",available,[trip_end],0.91,e0bfffc7-bafb-a4c2-1fc0-ae93c0e25904
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c30ff46e-8026-695f-f8cd-a88b436d76e2,GB891PR,moped,[electric],1780290120000,"{""type"":""Point"",""coordinates"":[2.26444,48.82607]}",on_trip,[trip_start],1.0,2ae12b2f-1fa3-c6f4-1e0c-228655840caa
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3f07f814-91d6-3f78-e3e9-de99f10c718b,GB429YL,moped,[electric],1780290192000,"{""type"":""Point"",""coordinates"":[2.21722,48.82433]}",available,[trip_end],0.99,b1ce2fd9-d5a2-6a22-e9a2-9f3a34943a49
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c1581092-f335-cba3-513a-7052986f9025,EW850YM,moped,[electric],1780290245000,"{""type"":""Point"",""coordinates"":[2.22246,48.81048]}",available,[trip_end],0.94,12a1d8fd-410f-5a01-2217-df765b2cee83
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,GS058FP,moped,[electric],1780290420000,"{""type"":""Point"",""coordinates"":[2.24171,48.84094]}",on_trip,[trip_start],1.0,6516e07b-f743-cd9c-5a55-51f58b1c7121
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,f94d6204-6808-593f-dfed-2c43e256a6dc,GE885LE,moped,[electric],1780290475000,"{""type"":""Point"",""coordinates"":[2.27935,48.81574]}",available,[trip_end],0.97,087478c9-55f6-cfe0-b750-1dd653d69b6a
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,45b89cd9-27cb-6f2a-8da0-1097be0f051b,EE734RE,moped,[electric],1780290490000,"{""type"":""Point"",""coordinates"":[2.24511,48.83215]}",reserved,[reservation_start],0.94,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,11c58ef0-dd46-3c09-4752-87aa5408f9ac,ES656YM,moped,[electric],1780290600000,"{""type"":""Point"",""coordinates"":[2.19511,48.81219]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e1e3db63-ef7d-dc76-b92d-a22b21df306f,EE803VM,moped,[electric],1780290644000,"{""type"":""Point"",""coordinates"":[2.23803,48.8375]}",available,[trip_end],0.98,d0aed3f7-89ca-a945-cfa3-f73f4a23bf50
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,310c0c00-3fa7-f104-1bf9-0e27dc96925e,GX143TE,moped,[electric],1780290660000,"{""type"":""Point"",""coordinates"":[2.24697,48.83172]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c40db9b4-885f-6e66-c2b6-d2c5fa5d3100,GD675VP,moped,[electric],1780290720000,"{""type"":""Point"",""coordinates"":[2.19196,48.81637]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3f07f814-91d6-3f78-e3e9-de99f10c718b,GB429YL,moped,[electric],1780290792000,"{""type"":""Point"",""coordinates"":[2.21744,48.81894]}",reserved,[reservation_start],0.99,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e059a0ee-9132-b63e-f162-87e4e9c349e0,EE671VM,moped,[electric],1780290840000,"{""type"":""Point"",""coordinates"":[2.24776,48.8298]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,430f801d-fad4-09e2-a319-dcb4217d65a0,GX564TP,moped,[electric],1780290900000,"{""type"":""Point"",""coordinates"":[2.26462,48.82626]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,8eb22579-0cdb-1ca4-76ec-bdd68498e113,GB467LM,moped,[electric],1780291020000,"{""type"":""Point"",""coordinates"":[2.2435,48.83082]}",reserved,[reservation_start],1.0,
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,3f07f814-91d6-3f78-e3e9-de99f10c718b,GB429YL,moped,[electric],1780291032000,"{""type"":""Point"",""coordinates"":[2.21652,48.81838]}",on_trip,[trip_start],0.99,fc70763f-8941-bcd2-df8f-f712d21fbbbe
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,e059a0ee-9132-b63e-f162-87e4e9c349e0,EE671VM,moped,[electric],1780291080000,"{""type"":""Point"",""coordinates"":[2.24838,48.83005]}",on_trip,[trip_start],1.0,0757eb67-aaa5-9886-0fe2-19e00ad94995
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c40db9b4-885f-6e66-c2b6-d2c5fa5d3100,GD675VP,moped,[electric],1780291080000,"{""type"":""Point"",""coordinates"":[2.19188,48.81556]}",on_trip,[trip_start],1.0,69644e8d-2910-f8aa-6261-b33e6377a343
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,11c58ef0-dd46-3c09-4752-87aa5408f9ac,ES656YM,moped,[electric],1780291080000,"{""type"":""Point"",""coordinates"":[2.1956,48.8128]}",on_trip,[trip_start],1.0,fe3d1c0d-e687-c337-12aa-88f54b53ffd4
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,f94d6204-6808-593f-dfed-2c43e256a6dc,GE885LE,moped,[electric],1780291135000,"{""type"":""Point"",""coordinates"":[2.23086,48.80697]}",on_trip,[trip_start],0.97,25962051-4e58-3131-a985-735f3341ba5f
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,45b89cd9-27cb-6f2a-8da0-1097be0f051b,EE734RE,moped,[electric],1780291150000,"{""type"":""Point"",""coordinates"":[2.24598,48.83236]}",on_trip,[trip_start],0.94,9580a5a6-82e3-9cde-bd03-8293808edaf7
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,GS058FP,moped,[electric],1780291191000,"{""type"":""Point"",""coordinates"":[2.23484,48.85861]}",available,[trip_end],0.97,6516e07b-f743-cd9c-5a55-51f58b1c7121
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,310c0c00-3fa7-f104-1bf9-0e27dc96925e,GX143TE,moped,[electric],1780291200000,"{""type"":""Point"",""coordinates"":[2.24788,48.83129]}",on_trip,[trip_start],1.0,f2bfa2ef-70a8-f0df-25b5-5d9af44637fe
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,8eb22579-0cdb-1ca4-76ec-bdd68498e113,GB467LM,moped,[electric],1780291200000,"{""type"":""Point"",""coordinates"":[2.24257,48.83054]}",on_trip,[trip_start],1.0,36878a09-73f6-14c9-f700-29b16a8c6ad1
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,26286bfb-e767-dcea-b0e6-a969e21342b0,GS596YE,moped,[electric],1780291231000,"{""type"":""Point"",""coordinates"":[2.24229,48.84846]}",available,[trip_end],0.94,2926d070-91dd-ce0b-c871-21a7ee31bf01
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,c30ff46e-8026-695f-f8cd-a88b436d76e2,GB891PR,moped,[electric],1780291273000,"{""type"":""Point"",""coordinates"":[2.25175,48.83904]}",available,[trip_end],0.96,2ae12b2f-1fa3-c6f4-1e0c-228655840caa
YEGO,da99028e-28b7-4dd3-ad23-41b7a045db8a,430f801d-fad4-09e2-a319-dcb4217d65a0,GX564TP,moped,[electric],1780291320000,"{""type"":""Point"",""coordinates"":[2.26401,48.82594]}",on_trip,[trip_start],1.0,e545a90d-1f30-3c94-aa17-2ba3d4820ed6
